,logFC,logCPM,insert,PValue,FDR
AADAC,-2.186012636,0.61397847,NA,1.80E-14,8.84E-14
ARHGAP30,-1.022122719,3.994577638,NA,1.81E-14,8.91E-14
CD247,-1.019373046,2.184222355,NA,1.88E-14,9.23E-14
NUPR2,-2.336175647,-2.89057039,NA,1.93E-14,9.47E-14
IGHV4-39,-1.878749963,5.385754826,NA,1.98E-14,9.71E-14
GYPE,-1.343173241,-2.591522678,NA,2.04E-14,1.00E-13
IGHV3-48,-1.798734684,2.841179303,NA,2.07E-14,1.01E-13
SCHIP1,-1.252802113,-0.912087506,NA,2.15E-14,1.05E-13
C1QB,-1.180374997,6.566610565,NA,2.22E-14,1.08E-13
CCDC13-AS1,-1.289492945,-2.517760243,NA,2.34E-14,1.14E-13
TBX10,-1.67831492,2.187960057,NA,2.41E-14,1.17E-13
HRASLS5,-1.910890691,-0.204333949,NA,2.43E-14,1.18E-13
POU3F3,-2.075797907,-1.819515725,NA,2.60E-14,1.27E-13
FOSB,-1.648380235,5.410596834,NA,2.78E-14,1.35E-13
HLA-DOB,-1.176466953,0.879195266,NA,2.89E-14,1.40E-13
FAT4,-1.143257054,3.49806846,NA,2.89E-14,1.40E-13
NPY4R,-1.465747018,-1.149706012,NA,2.93E-14,1.42E-13
C3orf80,-1.218921414,1.208439558,NA,3.03E-14,1.47E-13
IGKV2D-29,-1.979398725,2.044581045,NA,3.08E-14,1.49E-13
ZNF788P,-1.085111882,0.844517756,NA,3.10E-14,1.50E-13
ACKR4,-1.523653868,-0.20336091,NA,3.22E-14,1.55E-13
HHIP-AS1,-1.142509133,-0.463076378,NA,3.35E-14,1.61E-13
AC015819.1,-1.135018735,-2.447540229,NA,3.38E-14,1.63E-13
IGSF5,-1.5178408,-2.422856736,NA,3.54E-14,1.70E-13
FTH1P5,-1.231517567,-1.571454843,NA,3.56E-14,1.71E-13
SDK1,-1.23782272,2.73274827,NA,3.60E-14,1.73E-13
NRP2,-1.117372876,5.212021716,NA,3.63E-14,1.74E-13
AC002511.1,-1.537581965,-1.940968843,NA,3.64E-14,1.74E-13
IGKV2-18,-2.187068457,-2.871124074,NA,3.64E-14,1.75E-13
ABHD11-AS1,-1.227784135,3.132677691,NA,3.71E-14,1.78E-13
RPSAP75,-1.67137195,-3.512007504,NA,3.72E-14,1.78E-13
OR2W3,-1.916071216,-1.740706637,NA,3.75E-14,1.79E-13
MYO5A,-1.008780862,3.544888165,NA,3.95E-14,1.89E-13
CASP12,-1.30772297,-2.649295624,NA,3.99E-14,1.91E-13
AC002091.2,-1.39999521,-3.072343859,NA,4.04E-14,1.93E-13
RAB42,-1.005833338,1.04802985,NA,4.22E-14,2.01E-13
IGKV2OR22-3,-2.173951745,-1.83229053,NA,4.29E-14,2.05E-13
AC012640.3,-1.573764205,-3.050311757,NA,4.45E-14,2.11E-13
LRRK2,-1.427216049,2.089340762,NA,4.55E-14,2.16E-13
A1BG-AS1,-1.003067697,-0.989865299,NA,4.74E-14,2.25E-13
OLFML3,-1.118133088,4.521951901,NA,4.82E-14,2.28E-13
NUTM2A,-1.182264812,-1.916655427,NA,4.86E-14,2.30E-13
SYT6,-1.836838696,-2.652018336,NA,5.05E-14,2.39E-13
IL1RAPL1,-1.820173316,-3.143338103,NA,5.14E-14,2.43E-13
CHI3L2,-1.442503297,0.562905295,NA,5.41E-14,2.56E-13
CFH,-1.196690623,4.792725047,NA,5.55E-14,2.62E-13
PNMA8B,-1.175143724,-0.188776395,NA,5.82E-14,2.74E-13
AF127936.2,-1.47433841,-2.993166433,NA,5.92E-14,2.79E-13
TRAF3IP3,-1.052229118,1.996931182,NA,5.92E-14,2.79E-13
C16orf96,-1.391607569,-3.274063794,NA,6.04E-14,2.84E-13
IGHV1OR21-1,-1.885271739,-1.799702589,NA,6.15E-14,2.89E-13
FMO2,-1.835151584,0.339892295,NA,6.16E-14,2.89E-13
DRD5,-2.656803288,-1.493251796,NA,6.31E-14,2.96E-13
GRAP2,-1.01516264,1.447381024,NA,6.75E-14,3.16E-13
WHAMMP2,-1.326297295,-1.327113041,NA,7.01E-14,3.28E-13
LINC01336,-1.508919847,-3.146087368,NA,7.02E-14,3.28E-13
NXPE2,-1.535289787,1.682831763,NA,7.17E-14,3.35E-13
CAMK1D,-1.013990371,5.401103151,NA,7.29E-14,3.40E-13
IGKV2D-24,-2.050303976,-0.57567022,NA,7.54E-14,3.51E-13
JAKMIP3,-1.229765327,-1.17015366,NA,7.81E-14,3.64E-13
LTB,-1.064934612,2.889502292,NA,7.86E-14,3.66E-13
FTH1P20,-1.202834867,0.744436718,NA,8.04E-14,3.74E-13
PLD4,-1.20527447,0.868555743,NA,8.56E-14,3.97E-13
FGF7,-1.435344187,2.687418402,NA,8.95E-14,4.15E-13
TMIE,-1.288227403,-1.631016253,NA,9.06E-14,4.20E-13
IL10,-1.25428809,-0.796188343,NA,9.36E-14,4.33E-13
TRAV19,-1.387921037,-1.93699405,NA,9.36E-14,4.33E-13
AC005274.1,-1.515468707,-2.853142422,NA,9.84E-14,4.55E-13
AL096711.2,-1.468141495,-2.596004492,NA,1.00E-13,4.62E-13
KLHL34,-1.891357428,-0.36185189,NA,1.03E-13,4.77E-13
IGHV3-22,-1.893666492,-2.348165283,NA,1.09E-13,5.00E-13
AC011239.2,-1.542369743,-2.680087027,NA,1.10E-13,5.06E-13
IGLV8OR8-1,-2.295841034,-3.26714154,NA,1.12E-13,5.14E-13
PRND,-1.781931856,-0.332486358,NA,1.12E-13,5.15E-13
IGHV3-43,-1.879925254,1.560818611,NA,1.12E-13,5.16E-13
SVOPL,-2.091757327,-0.709607369,NA,1.13E-13,5.18E-13
WFIKKN2,-1.724000238,-2.280357481,NA,1.16E-13,5.30E-13
AC079630.1,-1.430027543,-2.572249312,NA,1.19E-13,5.46E-13
WDR86-AS1,-1.215080019,-2.109287997,NA,1.20E-13,5.52E-13
IGHV1OR15-9,-1.941994765,-0.377278518,NA,1.26E-13,5.77E-13
LGI3,-1.845902169,-1.782188905,NA,1.34E-13,6.13E-13
FAM43B,-1.533320542,-1.815478855,NA,1.39E-13,6.33E-13
OXCT1-AS1,-1.219578642,-2.383520054,NA,1.47E-13,6.69E-13
GATA5,-2.285167684,-1.20090327,NA,1.51E-13,6.84E-13
LINC01871,-1.288677968,-0.559451377,NA,1.52E-13,6.90E-13
ROR2,-1.24882828,3.388292684,NA,1.69E-13,7.66E-13
AC079015.1,-1.455811456,-3.299898904,NA,1.73E-13,7.83E-13
GLYATL3,-2.442899335,-3.612037493,NA,1.81E-13,8.18E-13
MTUS2,-1.451584455,-1.082370479,NA,1.89E-13,8.51E-13
CRB1,-1.701328883,-3.334876676,NA,1.92E-13,8.64E-13
AC120498.2,-1.808817,-3.483186387,NA,2.00E-13,9.00E-13
AL356273.3,-1.234958166,-1.094422312,NA,2.01E-13,9.05E-13
LY96,-1.124373695,1.277926679,NA,2.07E-13,9.33E-13
MFSD6L,-1.220137562,1.84864103,NA,2.09E-13,9.40E-13
AL157394.1,-1.039109657,-0.773056453,NA,2.15E-13,9.66E-13
RASSF8,-1.210657041,2.910642562,NA,2.38E-13,1.07E-12
AC110813.1,-2.5379312,-1.470924663,NA,2.54E-13,1.13E-12
CFAP54,-1.313043616,-1.465264439,NA,2.57E-13,1.15E-12
FAM198A,-1.350127988,0.449927444,NA,2.61E-13,1.16E-12
TRPC4,-1.03904662,-0.341916086,NA,2.61E-13,1.17E-12
AL158211.1,-1.51203307,-3.438698166,NA,2.69E-13,1.20E-12
TNFSF8,-1.148903323,0.218004759,NA,2.79E-13,1.24E-12
CAMP,-1.553254994,-2.826839385,NA,2.85E-13,1.27E-12
EFNA5,-1.402139236,2.260835965,NA,2.85E-13,1.27E-12
LINC01579,-1.435406903,-0.570844296,NA,2.90E-13,1.29E-12
IGLC2,-1.543725473,7.130765165,NA,2.98E-13,1.32E-12
FCRL5,-1.542202687,2.107329447,NA,3.05E-13,1.35E-12
IGKV1-33,-2.161853256,-1.380460448,NA,3.24E-13,1.44E-12
RADIL,-1.430902141,-0.068395967,NA,3.34E-13,1.48E-12
CEACAM3,-1.212526246,0.032957128,NA,3.36E-13,1.49E-12
C1QTNF12,-1.299027189,2.23368787,NA,3.36E-13,1.49E-12
RORB,-1.647887003,-1.523750918,NA,3.38E-13,1.49E-12
AC023510.2,-1.676459242,-3.029143089,NA,3.41E-13,1.51E-12
ERICH3,-2.17100375,-2.771963755,NA,3.45E-13,1.53E-12
CD3E,-1.054717151,3.513645908,NA,3.46E-13,1.53E-12
MAFTRR,-1.268646438,-1.63213081,NA,3.70E-13,1.63E-12
CACNA1C,-1.145117623,4.187408307,NA,3.86E-13,1.70E-12
AC104260.2,-1.498409172,-2.805035983,NA,3.98E-13,1.75E-12
CD3G,-1.060995876,1.614234842,NA,4.06E-13,1.78E-12
ZNF829,-1.18662253,0.131484436,NA,4.17E-13,1.83E-12
IGHV1-46,-1.769067657,4.410832161,NA,4.18E-13,1.84E-12
FABP6,-1.65997973,3.642148235,NA,4.22E-13,1.85E-12
ZSCAN1,-1.338007909,-3.537556874,NA,4.32E-13,1.90E-12
AK5,-1.416131631,-0.294526805,NA,4.35E-13,1.91E-12
PRAMENP,-2.178271325,-1.625071433,NA,4.49E-13,1.97E-12
PCDHA3,-1.492806946,-2.08747426,NA,4.54E-13,1.99E-12
IGHV4-34,-1.685366006,3.809369863,NA,4.64E-13,2.03E-12
AL121821.1,-1.604340676,-3.674241145,NA,4.65E-13,2.04E-12
HIST2H2BA,-1.737770825,-3.680621072,NA,4.82E-13,2.11E-12
PTGIS,-1.510069372,3.513158088,NA,4.86E-13,2.13E-12
AC002451.1,-1.228273886,-2.364246416,NA,5.12E-13,2.24E-12
AL139260.3,-1.222674541,-2.317852697,NA,5.25E-13,2.29E-12
CIART,-1.141115143,0.525554692,NA,5.63E-13,2.45E-12
AC064875.1,-1.485565383,-2.980497001,NA,5.64E-13,2.46E-12
TRBV27,-1.53534382,-3.308579576,NA,5.90E-13,2.57E-12
AL391244.2,-1.351579557,-3.201197271,NA,6.06E-13,2.64E-12
LINC01857,-1.445469627,-1.962681357,NA,6.07E-13,2.64E-12
PIGR,-1.683127542,11.8130147,NA,6.10E-13,2.65E-12
LINC00702,-1.552383221,0.194009939,NA,6.10E-13,2.65E-12
IGKV1OR10-1,-2.137271923,-2.731606453,NA,6.16E-13,2.68E-12
AC002511.2,-1.431190998,-1.952824924,NA,6.22E-13,2.70E-12
PLIN1,-1.898263798,1.682653907,NA,6.28E-13,2.73E-12
IGLV2-11,-1.822378525,5.153664872,NA,6.47E-13,2.80E-12
RPS29P12,-1.645508542,-3.691371184,NA,6.50E-13,2.82E-12
PHGR1,-1.395872163,7.972017373,NA,6.72E-13,2.91E-12
IGLC7,-1.986813982,1.96806716,NA,6.86E-13,2.97E-12
MDGA1,-1.143514774,1.656812619,NA,6.93E-13,3.00E-12
C16orf54,-1.371591684,1.728484573,NA,7.25E-13,3.13E-12
TMEM61,-1.446308443,0.773913576,NA,7.40E-13,3.19E-12
CRYBA2,-1.813377777,-0.651624934,NA,7.50E-13,3.23E-12
AC021242.2,-2.089343141,-3.503547358,NA,8.10E-13,3.48E-12
SIDT1,-1.003162103,3.939080507,NA,8.41E-13,3.61E-12
AC134879.2,-1.99443539,-0.890650659,NA,8.48E-13,3.64E-12
ALK,-2.051320251,-1.725755885,NA,8.64E-13,3.71E-12
AL050403.2,-1.178407545,-2.552943531,NA,8.87E-13,3.80E-12
AC023421.1,-2.377163538,-0.817715878,NA,9.18E-13,3.93E-12
CCNA1,-1.617440868,-2.725650512,NA,9.23E-13,3.95E-12
IGHV4-31,-1.758144096,3.198722426,NA,9.81E-13,4.19E-12
LINC01835,-1.669969293,-3.374239885,NA,9.88E-13,4.22E-12
TRAT1,-1.292619058,-0.44471754,NA,9.95E-13,4.25E-12
MTCYBP21,-1.559584276,-3.084649426,NA,1.05E-12,4.46E-12
ZNF804A,-1.306278471,-1.600908523,NA,1.08E-12,4.61E-12
FLRT2,-1.220176087,2.536847185,NA,1.11E-12,4.72E-12
AC019205.1,-1.005793886,-0.626576239,NA,1.11E-12,4.72E-12
CCL11,-1.333908757,2.483948444,NA,1.13E-12,4.80E-12
ZNF385D,-1.404248147,-0.222237647,NA,1.16E-12,4.91E-12
LINC02158,-1.190335465,-3.09011782,NA,1.17E-12,4.96E-12
SUSD2,-1.242886392,2.745432102,NA,1.17E-12,4.96E-12
TSLP,-1.125208539,-0.735251725,NA,1.18E-12,5.00E-12
PCDHB1,-2.037471482,-3.58620777,NA,1.18E-12,5.00E-12
NCAM2,-1.358460946,0.594226118,NA,1.19E-12,5.03E-12
NIPAL4,-1.408307506,-0.201104159,NA,1.20E-12,5.07E-12
KLHL4,-1.253850375,-0.56507201,NA,1.21E-12,5.11E-12
TIMD4,-1.58511944,-0.974674226,NA,1.22E-12,5.15E-12
FGF13,-1.291089183,1.682403436,NA,1.25E-12,5.28E-12
DDX25,-1.644040591,-3.034610587,NA,1.28E-12,5.41E-12
MBOAT4,-1.034689971,-2.476818502,NA,1.42E-12,5.98E-12
PCDHGC3,-1.100874929,3.286521454,NA,1.44E-12,6.06E-12
SSC5D,-1.352386534,3.925678983,NA,1.49E-12,6.26E-12
FBLN2,-1.306638607,5.630286465,NA,1.49E-12,6.27E-12
PI15,-1.571870173,2.063746358,NA,1.50E-12,6.31E-12
PTPRC,-1.150635053,4.969795708,NA,1.53E-12,6.41E-12
SLC39A5,-1.177610171,6.566679055,NA,1.61E-12,6.77E-12
LINC00865,-1.194438233,0.405417417,NA,1.70E-12,7.10E-12
LIPI,-1.65514647,-3.278779894,NA,1.74E-12,7.28E-12
AC129507.2,-1.088266483,-0.514783139,NA,1.76E-12,7.33E-12
AC091305.1,-1.499686821,-2.841393478,NA,1.82E-12,7.58E-12
CNTNAP4,-2.390534219,-3.243140216,NA,1.82E-12,7.59E-12
KCNS3,-1.010629724,3.264988239,NA,1.89E-12,7.86E-12
PLEKHG4B,-1.63673605,-0.91732162,NA,1.91E-12,7.97E-12
SFMBT2,-1.004754496,2.315581923,NA,1.94E-12,8.09E-12
FP325317.1,-2.063512975,-3.433988491,NA,1.98E-12,8.25E-12
LINC00882,-1.307401524,-2.484494457,NA,1.98E-12,8.26E-12
LGALS12,-1.684970762,-1.497350334,NA,2.04E-12,8.50E-12
AL133371.2,-1.102927394,-2.374539659,NA,2.05E-12,8.51E-12
AC009806.1,-1.176767127,-3.09366915,NA,2.07E-12,8.61E-12
HSD17B6,-1.222236444,1.828301206,NA,2.15E-12,8.90E-12
RAI2,-1.14281065,3.01493872,NA,2.16E-12,8.95E-12
GPR27,-1.59317136,-0.318993745,NA,2.16E-12,8.95E-12
IGKV5-2,-1.942266246,0.317897841,NA,2.17E-12,8.99E-12
PCDH20,-1.716773025,-2.112362527,NA,2.17E-12,9.01E-12
KCNB2,-1.680442665,-2.807608878,NA,2.29E-12,9.49E-12
AC022706.1,-1.046077354,-1.646234018,NA,2.34E-12,9.68E-12
MIRLET7D,-1.225862158,-2.41252798,NA,2.40E-12,9.90E-12
TRIM61,-1.268316662,-2.810507803,NA,2.44E-12,1.01E-11
CAPN9,-1.527044223,3.471153397,NA,2.46E-12,1.02E-11
CKB,-1.440462467,9.442075594,NA,2.72E-12,1.12E-11
LINC01399,-1.495218584,-3.368467792,NA,2.73E-12,1.12E-11
AC105384.1,-1.403407413,-3.546037957,NA,2.74E-12,1.12E-11
ADORA2A,-1.030090067,-2.059757304,NA,2.84E-12,1.17E-11
HPCA,-1.004335352,0.017138488,NA,2.99E-12,1.23E-11
AC121758.1,-1.497300291,-3.623643151,NA,3.00E-12,1.23E-11
DNM1P46,-1.267699605,-2.696145789,NA,3.00E-12,1.23E-11
NSG1,-1.116463374,1.975450316,NA,3.02E-12,1.24E-11
AC100771.2,-1.055785279,-2.476011636,NA,3.05E-12,1.25E-11
FAM3D,-1.159416204,8.017345599,NA,3.20E-12,1.31E-11
ACSM1,-1.113626265,-0.228506451,NA,3.21E-12,1.31E-11
ITLN1,-2.139064632,6.711707894,NA,3.22E-12,1.31E-11
ABCC6P2,-1.112620179,-0.135230487,NA,3.29E-12,1.34E-11
AC008957.1,-1.322023387,-2.268422293,NA,3.49E-12,1.42E-11
AC006213.2,-1.199552054,-1.922597111,NA,3.66E-12,1.49E-11
SMIM31,-1.133298112,4.049011336,NA,3.70E-12,1.51E-11
SP140,-1.152429317,1.563190452,NA,3.71E-12,1.51E-11
SHC4,-1.078517285,-0.308302913,NA,3.72E-12,1.51E-11
ADD2,-1.528760061,-0.136335853,NA,4.21E-12,1.71E-11
UCN3,-1.839748362,0.66671552,NA,4.30E-12,1.74E-11
SYT4,-2.298448213,-0.634071208,NA,4.39E-12,1.78E-11
HTR3C,-2.381460217,-2.182308199,NA,4.51E-12,1.82E-11
MRC1,-1.291805902,4.144216273,NA,4.64E-12,1.87E-11
AQP1,-1.053393387,6.058230337,NA,4.68E-12,1.89E-11
TNXA,-1.689323327,-3.475222785,NA,4.82E-12,1.94E-11
NPPC,-1.732509818,-2.385870623,NA,5.03E-12,2.02E-11
SMC2-AS1,-1.099016649,-1.777296487,NA,5.18E-12,2.08E-11
MAP2K4P1,-1.029385081,-2.185910458,NA,5.25E-12,2.11E-11
AC073316.3,-1.674920677,-3.331603926,NA,5.33E-12,2.14E-11
SLC8A3,-1.535944106,-1.622929869,NA,5.38E-12,2.16E-11
IGKV2OR22-4,-1.885481654,-0.731117702,NA,5.58E-12,2.24E-11
IGKV3-15,-1.524902899,4.644163551,NA,5.73E-12,2.29E-11
AC013726.1,-1.16351845,-2.620032599,NA,6.07E-12,2.42E-11
VDAC2P3,-1.537079437,-3.573273262,NA,6.12E-12,2.44E-11
IFNG-AS1,-1.701551151,-2.203707619,NA,6.29E-12,2.51E-11
CASP16P,-1.243265852,-0.680207733,NA,6.34E-12,2.52E-11
LINC01550,-1.518569784,-0.721323259,NA,6.36E-12,2.53E-11
MAB21L3,-1.092848038,1.039845872,NA,6.42E-12,2.56E-11
AGR3,-1.400120018,5.383613677,NA,6.43E-12,2.56E-11
FAM47E-STBD1,-1.254849446,-3.399320869,NA,6.48E-12,2.58E-11
ABCG8,-1.858787736,-0.304501309,NA,6.53E-12,2.60E-11
LTF,-1.290669154,2.51099917,NA,6.82E-12,2.71E-11
AC146944.2,-1.121977827,-3.062076909,NA,6.91E-12,2.74E-11
AL157756.1,-1.004063645,-2.138264264,NA,6.98E-12,2.77E-11
THSD7A,-1.182106135,1.09902879,NA,7.51E-12,2.97E-11
AC135068.8,-2.154899013,-3.153205029,NA,7.83E-12,3.09E-11
AC006238.1,-1.383408309,-3.485691293,NA,7.88E-12,3.11E-11
CUX2,-1.801865635,-2.183640699,NA,7.91E-12,3.12E-11
SPTLC3,-1.124279417,2.601764271,NA,7.93E-12,3.13E-11
PDE4C,-1.183433294,3.664154665,NA,8.06E-12,3.18E-11
KLHL33,-1.229308526,-2.633269807,NA,8.32E-12,3.28E-11
LINC00689,-1.529896385,-2.521162825,NA,8.39E-12,3.30E-11
SH3GL3,-2.115465797,-3.434973231,NA,9.32E-12,3.66E-11
AC087477.2,-1.066806525,-1.323254556,NA,9.37E-12,3.68E-11
AL031722.1,-1.056011336,-2.947988572,NA,9.54E-12,3.73E-11
OPN4,-1.477812605,-3.143973404,NA,9.74E-12,3.81E-11
HSPB3,-2.149799287,-0.590160271,NA,9.99E-12,3.91E-11
RPS15AP11,-1.06891667,-1.245420359,NA,1.01E-11,3.93E-11
ABCC9,-1.204582554,2.039993077,NA,1.01E-11,3.94E-11
AC010247.1,-1.264856685,-3.107052465,NA,1.04E-11,4.05E-11
SERTM1,-2.316612274,-3.309416182,NA,1.04E-11,4.05E-11
IGHV3-30,-1.603148187,4.462363978,NA,1.19E-11,4.62E-11
NAT8B,-1.802717326,0.512170156,NA,1.22E-11,4.72E-11
HIST1H1C,-1.269580367,4.665651776,NA,1.24E-11,4.81E-11
GOLGA8N,-1.193934519,-1.254156141,NA,1.26E-11,4.87E-11
SLC5A4,-1.291066106,-2.000955836,NA,1.30E-11,5.02E-11
IGHV3-37,-1.811545193,-2.587706296,NA,1.30E-11,5.05E-11
RTL3,-1.480735451,-3.012100222,NA,1.31E-11,5.06E-11
IGLV3-19,-1.729788832,5.407326528,NA,1.31E-11,5.07E-11
IGHVIII-51-1,-2.004384354,-3.129939719,NA,1.34E-11,5.17E-11
ZNF726,-1.366024251,-0.906543845,NA,1.34E-11,5.17E-11
SLC38A4,-1.585477074,2.47736531,NA,1.39E-11,5.36E-11
AL590428.1,-1.488822458,-3.092558575,NA,1.40E-11,5.39E-11
TRBV19,-1.239499475,-1.414318964,NA,1.40E-11,5.40E-11
AC104687.2,-1.097794307,-3.182160438,NA,1.42E-11,5.48E-11
TNR,-1.391482107,-1.993695574,NA,1.61E-11,6.17E-11
TPPP2,-1.40341954,-3.067262931,NA,1.62E-11,6.21E-11
SFTPD,-1.531319771,-2.257602713,NA,1.63E-11,6.24E-11
TMPRSS15,-2.572002041,-2.8149038,NA,1.67E-11,6.40E-11
USP44,-1.164454748,-1.484363901,NA,1.71E-11,6.53E-11
G6PC,-2.931832775,-0.294185605,NA,1.78E-11,6.81E-11
BHLHA15,-1.111880607,0.227483117,NA,1.79E-11,6.86E-11
HOXB13,-1.513329156,5.400428581,NA,1.88E-11,7.19E-11
LINC00671,-1.336985002,-3.498032179,NA,2.06E-11,7.83E-11
SPTBN4,-1.313508211,-0.216117308,NA,2.10E-11,7.96E-11
NDNF,-1.171727512,2.63953548,NA,2.10E-11,7.98E-11
PCDHB4,-1.135673996,0.314950537,NA,2.12E-11,8.03E-11
GCK,-1.017041914,-1.909507044,NA,2.15E-11,8.16E-11
PLA2G2D,-1.630561354,1.321328262,NA,2.17E-11,8.24E-11
RPSAP70,-1.042783292,-1.64802965,NA,2.22E-11,8.40E-11
MIR8071-1,-1.895715581,-3.239421745,NA,2.26E-11,8.57E-11
P2RX7,-1.016540301,1.616996524,NA,2.27E-11,8.60E-11
AC108206.1,-1.890401215,-3.184140275,NA,2.33E-11,8.82E-11
JAKMIP2,-1.171097817,-0.361914777,NA,2.36E-11,8.93E-11
AMHR2,-1.457591897,-3.241337222,NA,2.38E-11,8.98E-11
TMEM72-AS1,-1.047844595,-2.980175918,NA,2.43E-11,9.18E-11
FAM180A,-1.313797153,-0.071942289,NA,2.51E-11,9.45E-11
AC245407.1,-1.158157721,-3.252718295,NA,2.62E-11,9.87E-11
LINC02285,-1.195332308,-2.806712516,NA,2.84E-11,1.06E-10
TRABD2B,-1.093300079,0.957961158,NA,2.84E-11,1.06E-10
FGF9,-1.422467477,0.173981885,NA,2.88E-11,1.08E-10
ADH6,-1.281477951,3.273135074,NA,2.91E-11,1.09E-10
GPR171,-1.11610255,0.226433047,NA,2.95E-11,1.10E-10
DPY19L2,-1.298860557,-0.824812192,NA,2.95E-11,1.11E-10
HGD,-1.075095002,3.446558739,NA,2.98E-11,1.12E-10
PTGER3,-1.190781372,2.08435665,NA,3.03E-11,1.14E-10
AL139384.2,-1.036125379,-1.925073263,NA,3.08E-11,1.15E-10
RSPO3,-1.388229516,1.99489367,NA,3.09E-11,1.15E-10
MTND5P1,-1.369147229,-2.638444501,NA,3.11E-11,1.16E-10
LRRC18,-1.240836425,-2.639827893,NA,3.12E-11,1.16E-10
IGHV3-16,-1.920912688,-2.960910233,NA,3.14E-11,1.17E-10
REEP1,-1.413966827,3.198464965,NA,3.28E-11,1.22E-10
MTND6P3,-1.832828807,-3.079868791,NA,3.31E-11,1.23E-10
BAG2,-1.10218841,3.810100309,NA,3.35E-11,1.25E-10
TLX2,-1.277868563,-1.378184759,NA,3.40E-11,1.27E-10
AF287957.1,-1.306596401,-2.474556863,NA,3.44E-11,1.28E-10
CHD5,-1.190332804,-0.480471216,NA,3.57E-11,1.32E-10
SLC28A2,-1.89624154,3.49530143,NA,3.70E-11,1.37E-10
AL391335.1,-1.906469168,-2.984509082,NA,3.79E-11,1.41E-10
TUNAR,-1.664840575,-3.47040218,NA,3.93E-11,1.45E-10
PDE6B,-1.016691339,-0.168399538,NA,3.99E-11,1.48E-10
NR2F2-AS1,-1.163487981,-1.249559368,NA,4.00E-11,1.48E-10
IGHV3-33-2,-1.758866319,-3.656242183,NA,4.02E-11,1.49E-10
MIR9-3HG,-1.280955531,-1.424476341,NA,4.06E-11,1.50E-10
KRT8P42,-1.275002039,-1.405421158,NA,4.09E-11,1.51E-10
AC131097.3,-1.026064405,2.91405648,NA,4.10E-11,1.51E-10
KLRC1,-1.341524811,-1.320750594,NA,4.11E-11,1.52E-10
KLK1,-1.156662617,5.662931858,NA,4.35E-11,1.60E-10
AC022509.3,-1.09931697,-0.606875207,NA,4.52E-11,1.66E-10
NXN,-1.002202002,4.113520996,NA,4.59E-11,1.69E-10
ZNF208,-1.245621238,-1.696720308,NA,4.61E-11,1.70E-10
ADAM23,-1.054977745,1.125440714,NA,4.62E-11,1.70E-10
AC120498.10,-1.363131712,-1.54962961,NA,4.69E-11,1.72E-10
U62631.1,-1.774611119,-3.368836384,NA,4.74E-11,1.74E-10
NECAB2,-1.427160999,-2.124365608,NA,4.88E-11,1.79E-10
HS6ST3,-1.84836779,-2.005896917,NA,4.98E-11,1.83E-10
DPP10-AS1,-2.27520701,0.103235911,NA,5.17E-11,1.89E-10
NAIP,-1.035417305,-0.526195037,NA,5.50E-11,2.01E-10
NYAP1,-1.128185407,-0.774233975,NA,5.59E-11,2.05E-10
KCND3,-1.208176216,2.571041815,NA,5.66E-11,2.07E-10
IGHV3-41,-1.698514429,-0.935312162,NA,5.87E-11,2.14E-10
AC009119.1,-1.030590613,-2.513704815,NA,6.16E-11,2.24E-10
IRX6,-2.055328516,-3.177866758,NA,6.68E-11,2.43E-10
AC005277.2,-1.310786921,-3.267522673,NA,6.84E-11,2.48E-10
FGF13-AS1,-1.938505095,-3.45371737,NA,7.07E-11,2.56E-10
IGHV2-26,-1.758360548,2.260002705,NA,7.24E-11,2.63E-10
AC027682.6,-1.010767794,-2.476643114,NA,7.47E-11,2.71E-10
PEBP4,-1.353147601,-3.183250328,NA,7.68E-11,2.78E-10
CKM,-1.364173939,-0.920501389,NA,8.28E-11,2.99E-10
SMIM5,-1.022613605,1.384131429,NA,8.43E-11,3.04E-10
AC002546.1,-1.785618244,-3.520233997,NA,8.44E-11,3.04E-10
MANCR,-1.431375757,-0.676818008,NA,8.72E-11,3.14E-10
HORMAD2-AS1,-1.546817518,-3.392409503,NA,8.76E-11,3.15E-10
ERBB4,-1.832485167,-2.836781284,NA,8.86E-11,3.19E-10
DUX4L27,-1.734768971,-3.658531483,NA,9.07E-11,3.26E-10
BNC2-AS1,-1.465016266,-2.978059246,NA,9.22E-11,3.31E-10
COL4A5,-1.175979988,2.226928038,NA,9.28E-11,3.33E-10
PODN,-1.059133353,4.351502152,NA,9.51E-11,3.41E-10
UGT2B11,-1.815439872,-3.251826502,NA,9.55E-11,3.42E-10
TRBV10-2,-1.537550155,-3.283106507,NA,9.83E-11,3.52E-10
ELMOD1,-1.41135679,-2.48393689,NA,1.01E-10,3.61E-10
SLC47A1,-1.113313388,0.616855562,NA,1.01E-10,3.62E-10
RYR1,-1.103412029,0.089517063,NA,1.01E-10,3.63E-10
TYRP1,-1.30062828,0.283838234,NA,1.02E-10,3.64E-10
ADGRG7,-1.446414851,3.286593896,NA,1.14E-10,4.05E-10
IGHV3-47,-1.612752113,-1.075800493,NA,1.16E-10,4.12E-10
IGHV3-33,-1.633058261,3.892070346,NA,1.16E-10,4.14E-10
IGHV7-56,-1.801998057,-1.672441467,NA,1.17E-10,4.17E-10
DPYSL3,-1.026934611,6.410507078,NA,1.20E-10,4.26E-10
