"","logFC","logCPM","PValue","FDR"
"CMTM8",1.34003114438617,4.02048582331689,8.57641187868944e-40,1.68294770486606e-38
"NOTUM",8.81978284926034,6.36681722044678,9.35215580389732e-40,1.83289490268318e-38
"NOB1",1.19380028183874,6.37827978516805,1.01356054128285e-39,1.98275035174918e-38
"CDCA3",1.53153272491734,4.71063484066244,1.17365809373976e-39,2.29309710300064e-38
"AURKA",1.55672214090702,5.72928421824179,1.17917227220617e-39,2.30244682297958e-38
"VSNL1",2.84555652009203,4.92798862335636,1.39148105103985e-39,2.71364573120383e-38
"GRIN2B",3.25552735500555,2.86864163733854,1.48274280213162e-39,2.88805754301752e-38
"DLGAP1-AS2",2.19747372146811,3.40864699650653,1.65567833386774e-39,3.21894434473129e-38
"POP1",1.46069309537852,4.0089814414831,1.72437593106667e-39,3.34933877495191e-38
"GLS2",2.50898624139857,0.192522463333759,1.72486759308921e-39,3.34933877495191e-38
"PRR7-AS1",2.4684253931274,-0.0879858788209044,1.73517398696053e-39,3.36521496439804e-38
"VAC14-AS1",3.22077500325102,-0.547829669817908,2.00915442873301e-39,3.8894127369462e-38
"C1orf112",1.20486142596284,3.46020376087841,2.15358848165679e-39,4.16136519272067e-38
"RUNX1",1.41012592296364,6.26655389282984,2.4206388063396e-39,4.6631245005297e-38
"ANKZF1",1.02205791840763,5.51497222749684,2.56947686157868e-39,4.94340615194028e-38
"AZGP1",3.24161928366138,6.27631084750557,2.59091084517725e-39,4.97596634235167e-38
"STC2",3.58634767874234,4.84184118577512,2.67422227850196e-39,5.13284960174437e-38
"KIF2C",1.44006669955773,5.27884493204891,2.68933054783308e-39,5.15871402536068e-38
"CDK2",1.00865342149111,5.3497448960846,2.72678119548134e-39,5.22420850872298e-38
"NAT10",1.09538512880768,6.58906419644771,3.17508928132478e-39,6.06106318216882e-38
"CDCA5",1.49550333937649,5.57559871404015,3.29282878395327e-39,6.28202534851664e-38
"LINC01979",3.17179274609922,1.15738428455125,3.59573019896636e-39,6.85575764489705e-38
"RAD54B",1.8221948885788,2.04254232602045,3.86297318420544e-39,7.34755640027709e-38
"PLXNA1",1.36145828746539,6.45106915128146,4.21182312228395e-39,7.99664230182193e-38
"NMB",1.88593107786729,2.84145583897311,4.37702765031257e-39,8.30531138476427e-38
"SLC5A6",1.87172379220756,6.94224242429169,4.44968912613596e-39,8.43305510270027e-38
"BBOX1-AS1",4.71862613692444,1.42367690956149,4.48613824626776e-39,8.49194521356126e-38
"WDR12",1.03013720934474,5.61260020223746,4.55591683955041e-39,8.61370919879809e-38
"BRCA2",2.00122416915199,4.09550682531016,4.98713921305185e-39,9.4177339604272e-38
"NELFCD",1.46932799008834,7.27263791197089,5.25903747243447e-39,9.9134111495598e-38
"CKAP2",1.52555287738038,5.83854435815537,6.13743352003845e-39,1.15554193801296e-37
"CENPI",1.56327691320349,3.11576434564931,6.26471947838077e-39,1.17740203736159e-37
"NPFFR1",3.34945568876469,2.06603257306515,7.37299169786696e-39,1.38322403034864e-37
"TTI1",1.23346913259688,5.54011883848189,7.60500700568203e-39,1.42505923090458e-37
"PUM3",1.14536614720157,5.64386448303999,9.68564569485872e-39,1.81064262980871e-37
"PHLDA1",2.48067261175393,7.29082407971247,1.05280461623346e-38,1.96463415479408e-37
"TARBP1",1.29062525911326,5.73887380219799,1.44546829933177e-38,2.68627529298757e-37
"BUB1",1.36715335900895,5.32924722703958,1.55829030786518e-38,2.89254205031637e-37
"AC116025.2",3.82612021953065,-2.16125503863174,2.07434314731609e-38,3.83020006155215e-37
"IMPDH1",1.63723621376248,6.65606993912094,2.31538115267262e-38,4.26778510830723e-37
"MSX1",3.40438471496284,2.91429265535343,2.54398049314044e-38,4.67822908729836e-37
"WDR77",1.37793026591315,5.84547977135359,3.39966751462282e-38,6.22641714721616e-37
"MTBP",1.71356761690364,2.97740678491065,3.81075911380353e-38,6.97123987738246e-37
"HSP90AB1",1.09517693935298,10.5792179449467,3.89362317038786e-38,7.11458859583943e-37
"AL356299.2",2.84588237222405,-1.10763581225596,4.24829634587338e-38,7.75369303611655e-37
"EIF3B",1.17447198305241,8.40444622269959,4.26811261075046e-38,7.78536268541798e-37
"CLDN2",5.57217424509334,7.33540653453789,4.32999054780005e-38,7.88912291676165e-37
"GALNT6",1.89922731835567,6.3590194789147,4.85121499274008e-38,8.82859650147681e-37
"AL355312.4",4.45115225994312,0.638829301029955,5.14123371779151e-38,9.34562697619029e-37
"NOP56",1.41691581981078,7.37205596821368,7.24579400932214e-38,1.30809354363723e-36
"YTHDF1",1.05294667367168,6.63089164063954,7.38976918715826e-38,1.33332368891999e-36
"BX890604.1",1.53233947041828,3.10188314902542,7.79050130305112e-38,1.40242340551165e-36
"STK31",3.73276103737088,1.79840942331235,7.80181480856862e-38,1.4036602235029e-36
"RHEBL1",1.68752093884198,1.0883924012125,8.67805604231449e-38,1.55953256282618e-36
"TRMT1",1.41368896408932,5.68194515663966,8.85105257155655e-38,1.58881422666583e-36
"UBE2S",1.8584229345693,5.33940731584581,1.0760268161452e-37,1.92933684463537e-36
"LINC01356",2.66281000396793,0.00302668423169074,1.07974780221269e-37,1.93381362331664e-36
"SHISA2",3.12438405116278,2.01586929230888,1.15544816044617e-37,2.06821947495613e-36
"TTYH3",1.60718664042998,7.64726564631682,1.26220175757529e-37,2.25547172664459e-36
"CDCA7",1.68780090153521,7.27107216873153,1.38566645310066e-37,2.47329718942424e-36
"CENPP",1.04868294365501,2.60670982630819,1.77847435370374e-37,3.16014287157269e-36
"SPINDOC",1.44278634706513,4.66611409895944,1.96239657340846e-37,3.47912429538122e-36
"FEZF1",8.17145157910429,1.34128574590768,2.26568756055784e-37,4.0123243890529e-36
"PLEKHG4",2.10287119446792,5.42800111000236,2.28775310859061e-37,4.04686360356681e-36
"DGAT2",1.92771409210993,5.0741996722709,2.29763147579081e-37,4.06206330244314e-36
"AEN",1.32351598980551,5.57462600219815,2.30940233346462e-37,4.08058992847582e-36
"GDPD5",2.84469946638133,5.30094447343131,2.36354596664147e-37,4.17159261028514e-36
"SHCBP1",1.35249142514836,3.87081013640319,3.12749526372139e-37,5.4953814163932e-36
"CENPN",1.28671943245141,4.22292493159528,3.69736139280249e-37,6.47868765850301e-36
"JADE3",1.38102574593949,4.5748659816242,4.25720000572819e-37,7.44314996020867e-36
"RNFT2",1.96160711451278,2.11986712702796,4.45232549876588e-37,7.77569483043176e-36
"CDC45",1.66284923312861,4.4803417831869,4.95265970620279e-37,8.63517539172543e-36
"MELTF-AS1",1.89675790059269,1.31083412529216,8.1844338502633e-37,1.41993859764618e-35
"PAICS",1.25532048996917,7.72093493401825,8.33742649536772e-37,1.44568778961664e-35
"NEK2",1.41107513602569,4.78251568169844,8.397741406043e-37,1.45534747252395e-35
"DHX34",1.39513561659844,5.33328338568659,8.41106056264975e-37,1.45685655896817e-35
"MYBL2",2.12738577082584,6.93157823823837,8.45555679521314e-37,1.46376112784202e-35
"PRMT3",1.23480787546423,4.73578190044642,8.47842451418809e-37,1.46691602232609e-35
"ABALON",1.86391252121575,0.435490656686975,1.27875115428242e-36,2.19205562763129e-35
"CENPA",1.43111211070039,3.57313278186858,1.44117206437265e-36,2.46646527788326e-35
"KLK8",8.54447798362219,1.51695712490337,1.52755777874802e-36,2.60865583264791e-35
"EXO1",1.52785008892994,3.85131216194255,1.53009986563901e-36,2.61158536224383e-35
"TRAP1",1.31666947853626,7.04252495400653,1.5315588611983e-36,2.61266409837137e-35
"SPATA33",1.28737842375903,3.5490602242831,1.64265303005871e-36,2.79915518762917e-35
"MRPL17",1.18988869900253,5.97721862550511,1.68157722642462e-36,2.86393904660016e-35
"CNN2",1.1629184230195,7.63656525048876,1.71234267254834e-36,2.91476519686528e-35
"ULBP2",4.15536588265702,1.04443259764994,1.94923970774984e-36,3.3073217017691e-35
"ZNF74",1.24552118565937,4.26971245372293,1.9920512266759e-36,3.37452409674915e-35
"EXOSC7",1.07252720447701,5.30538246852602,2.21651769951175e-36,3.74673320923889e-35
"GTSE1",1.34132526890338,4.41713621977473,2.220664274021e-36,3.75173510209334e-35
"ATIC",1.05920017049574,7.18223055948407,2.28346209120169e-36,3.85576792342784e-35
"RRP9",1.45296495230611,5.62849870054897,2.51950145955032e-36,4.24073572784088e-35
"GINS1",1.67067442419873,5.05411884598594,2.99677268720577e-36,5.02798935246373e-35
"MTHFD2",1.37885546475707,6.55403782456349,3.07816296699929e-36,5.15906645179886e-35
"CARD14",2.35168854779853,2.25588274523165,3.08709697626006e-36,5.17129664745409e-35
"NTMT1",1.20367463029521,4.93565185469537,3.2526576497052e-36,5.44574526375922e-35
"ASCL5",4.06801513155992,0.773300420866651,3.36135109770311e-36,5.61697691594717e-35
"TG",4.10905059694396,3.4093038098434,3.3620058564901e-36,5.61697691594717e-35
"GTF3A",1.8458900641547,7.67956928606815,3.36204328428959e-36,5.61697691594717e-35
"CEP55",1.56189750493531,5.32510653142717,3.41359891472852e-36,5.70009675015951e-35
"ARMC10",1.01747791516412,5.5632579571348,3.47691065424955e-36,5.8027489857214e-35
"LINC01978",3.72819627026317,1.66720194163055,3.57089543994736e-36,5.95645721405792e-35
"ATAD2",1.58704512212919,5.74441139368892,3.86122591632164e-36,6.42717125260008e-35
"CCDC113",1.78654791207777,3.49666600463831,4.22628613733061e-36,7.02372740329752e-35
"MLXIPL",2.92647644869567,5.49376539932725,5.39078468356949e-36,8.94021315002682e-35
"TEDC2",1.74104290322183,3.21660097712666,5.49714724644165e-36,9.10704630083016e-35
"AC104958.2",2.85900194813004,2.32915833869009,5.63210678011401e-36,9.32574158826739e-35
"CDCA4",1.38947027472749,4.83057840030856,7.47305616966447e-36,1.23352279816201e-34
"CHPF",1.7630150809705,7.44224759400073,8.76073376501695e-36,1.44230256299208e-34
"JPH1",1.60960059934019,4.9771382977072,8.94786379817686e-36,1.47234302591563e-34
"FANCI",1.30943964118256,5.70249168494326,1.000910925005e-35,1.64268981058093e-34
"CCDC150",2.02293583529654,1.52165405923526,1.17111468039499e-35,1.9180417883732e-34
"MELK",1.42889117965082,4.99303678773722,1.21925255670358e-35,1.99481336219245e-34
"LINC02253",5.6855225660969,1.2130120257369,1.35757812608394e-35,2.21768178579988e-34
"UTP14A",1.38200076572712,5.54600525759086,1.3877365285173e-35,2.26343624911962e-34
"GPT2",1.68431978658721,6.36032131467738,1.52936327980487e-35,2.49186044862688e-34
"KIF23",1.32021393403499,4.80859556341598,1.76602392404869e-35,2.87006141113531e-34
"DCAF13",1.30006721073209,6.1292334363906,1.85105035230311e-35,3.00515075952272e-34
"AMPD2",1.09448928701335,5.84033333703673,1.9519297073326e-35,3.16567326713341e-34
"NLE1",1.29867493965622,5.22340233746346,1.95577135149309e-35,3.17027626001648e-34
"IMPDH1P8",2.87557415971172,-1.15552781998038,2.1015172746326e-35,3.3995512164602e-34
"AP000697.1",5.06920317188025,-2.60845590446635,2.20285071609139e-35,3.55886552174911e-34
"CDK5RAP1",1.09326168607139,5.31355544615854,2.20338079971552e-35,3.55886552174911e-34
"IL11",4.61082290367116,2.2901998273677,2.28997142228099e-35,3.69306110996035e-34
"AC105219.4",2.63451812648565,-0.525874352589616,2.29203633366689e-35,3.69450530048664e-34
"SERPINA4",6.82936074585948,0.833916169209187,2.30907332553715e-35,3.72006902466574e-34
"ADAM12",4.04324834732536,4.5009941236627,2.57907712929402e-35,4.14871607666935e-34
"RFC4",1.1830045224964,4.60221314042174,2.71869012277069e-35,4.36884929037103e-34
"KLK7",8.310669959168,2.67114579281146,2.73592617011944e-35,4.39431192133114e-34
"MMP3",4.83490000750328,5.60617296321993,3.38890912829923e-35,5.42379970062602e-34
"RAD54L",1.47533273498529,3.72128503592795,3.6550567282287e-35,5.84088048633937e-34
"CTPS1",1.12937000688692,5.52312360011564,3.71655553767493e-35,5.93615465630758e-34
"ANKS6",1.06827853476124,5.51909560232081,3.91620281603159e-35,6.24871694782253e-34
"LMTK3",2.2395845405557,2.95485335809345,4.28719195279411e-35,6.83032049241676e-34
"BOP1",1.97342241088183,7.08603602176809,4.32721688040181e-35,6.88714170793624e-34
"IER5L",2.02827466499937,4.04708197789522,5.07163323517564e-35,8.05976402408974e-34
"CHAF1B",1.32252056344193,4.08414119991693,6.19113851008312e-35,9.82404012802893e-34
"ZNF239",1.75841030529046,2.82802170870782,6.33797084956731e-35,1.00469399423171e-33
"LYAR",1.36999792837748,4.97453012631181,6.74262590533923e-35,1.06669894956125e-33
"TSACC",1.89895155362237,-0.725246246239888,7.04741847926026e-35,1.11435981989624e-33
"SHMT2",1.47286517183798,7.52391410136288,7.3685422037856e-35,1.16455404624411e-33
"AC021218.1",2.54130138161379,4.40536438592589,7.42639328316451e-35,1.17311021497508e-33
"KLK10",5.05423139936115,5.63527992858315,9.34011368102073e-35,1.47099806343214e-33
"TICRR",1.57052862978806,3.85094208790573,1.02101863976547e-34,1.60642638875052e-33
"CXCL3",2.92030172211253,5.56789507690486,1.04779066402881e-34,1.64608903275297e-33
"DMBX1",5.88512312415112,-0.0752414318365603,1.07434475991398e-34,1.68612886239257e-33
"MNX1-AS1",1.93608113533665,2.09926611465127,1.16225836327275e-34,1.82319903033148e-33
"RPS6KL1",1.47522067084455,3.44335223362776,1.16562497143009e-34,1.82757269093752e-33
"HOMER1",1.92781679907769,3.19023876300454,1.4832480931474e-34,2.32326509701566e-33
"LZTS3",2.26127357064411,5.39030142187328,1.56545171749766e-34,2.44959465631023e-33
"NUDCD1",1.37661907133335,5.14126472357101,1.56767817219971e-34,2.45186418288641e-33
"NAT9",1.16109125453999,5.20954449646349,1.57748003422963e-34,2.46597361313294e-33
"NKPD1",3.2025419933784,-0.159881397575333,1.94335501104866e-34,3.02893018569611e-33
"SP5",3.6889365261627,3.87574661308439,2.15037449841776e-34,3.34499170499814e-33
"TEX45",2.38481411489009,2.07356030659286,2.21906862977902e-34,3.44845229811159e-33
"ULBP3",1.96566452727682,0.668297233315048,2.3762141780808e-34,3.68721682358087e-33
"HM13",1.26588766365834,8.06319713947877,2.38412078583919e-34,3.69766951335383e-33
"NOL6",1.1023349187724,6.30664393930039,2.50626884424548e-34,3.87949787340752e-33
"TRIM59",1.2730071134299,3.45048187059138,2.83402487529573e-34,4.38039862452142e-33
"AC025154.2",5.65689691036687,-0.789504934359547,2.86498973274255e-34,4.42609391816799e-33
"RNASEH2A",1.47865258048379,5.52081277682811,2.89773133758989e-34,4.47230220559245e-33
"PPRC1",1.05015392639684,6.05985837875892,3.0504071098926e-34,4.69875728048937e-33
"RGS16",2.09181700913513,4.28556571592231,3.37125272761194e-34,5.17280172041981e-33
"PANO1",1.87552985257801,-0.747929102194009,3.41202055219867e-34,5.23281384978703e-33
"SUV39H2",1.08835581147279,3.86552957357698,3.86546497511975e-34,5.91101814902992e-33
"PPA1",1.17771707159795,8.39144734828104,3.89179882385334e-34,5.94840833294622e-33
"CCDC86",1.27901573952049,5.31067290841595,4.17255025876084e-34,6.37135719308995e-33
"NOP58",1.2276671847166,6.6076447751442,4.52958206000608e-34,6.90651959564537e-33
"ZFAS1",1.73801502049255,7.08244613197209,4.5707416811755e-34,6.96591615694054e-33
"CKAP2L",1.45807182773635,4.0051916871132,5.81115647595457e-34,8.8222905595787e-33
"FANCB",1.90801168102257,1.25645408325192,6.09009509399306e-34,9.2413244142422e-33
"CHTF18",1.83193923663336,5.07826448719865,6.61260042286129e-34,1.0014951349926e-32
"NUFIP1",1.37796543836046,3.97249132359555,6.69442956853567e-34,1.01340255562409e-32
"ERCC6L",1.70142938357288,3.21892444667827,7.01873588135042e-34,1.06147880660366e-32
"NUF2",1.64994187146906,4.05673259620355,7.95052779044422e-34,1.2001004514262e-32
"SORD",1.40295833580108,5.76180206041532,8.00023278831051e-34,1.20687053286492e-32
"GJB4",3.75568810066207,2.10750822522332,8.39930482317445e-34,1.26602689541293e-32
"ATP6V1FNB",2.24509272936868,2.27497463783828,8.68189844940844e-34,1.30737472694071e-32
"LY6G6E",5.41457602805301,-1.33903929787108,8.6956547098439e-34,1.30882238803286e-32
"LY6G6F",5.3587641554005,-1.66118968958262,9.2386483383436e-34,1.38922711543688e-32
"RRS1",1.38487143811366,5.59555259734006,1.074898908002e-33,1.61326751546353e-32
"LIF",1.8245506124704,5.1316819990271,1.15128840040459e-33,1.72463984988062e-32
"GNL3",1.11144275586519,6.85003490883511,1.1850926611041e-33,1.7744375565053e-32
"AL163953.1",3.45879228626191,-0.35790888839495,1.20328317238363e-33,1.80082071364832e-32
"CORIN",3.38144653601162,1.3486785495809,1.21114231712826e-33,1.81172439512467e-32
"SLC7A11",2.54887716155976,4.63368257951857,1.32455536323526e-33,1.9795022512153e-32
"TBC1D30",1.31854690164583,4.05079986290278,1.42779094894306e-33,2.12774525707349e-32
"PKMYT1",1.93571820622851,5.16419040730508,1.51070675343952e-33,2.25024792368764e-32
"PGGHG",3.1465774365021,6.33838610234048,1.526165067504e-33,2.27113202909344e-32
"SHH",2.19056558806801,4.81548798881588,1.69213831635988e-33,2.51456847736395e-32
"S100A2",4.49420128748896,3.67342592503058,1.88687424293276e-33,2.7934403916108e-32
"PSRC1",1.3227920331988,3.80346499744342,1.94209964565237e-33,2.87385265129252e-32
"COMP",6.016228097791,4.48856395093293,2.1152437183967e-33,3.12275209323864e-32
"PIF1",1.6334480309746,2.99017525301609,2.16680165185854e-33,3.19737340435155e-32
"SLCO4A1-AS1",3.76142230761626,3.43372878541959,2.23854891258958e-33,3.3017028849413e-32
"AC107959.3",3.15482851821439,-0.768691559850276,2.2965502954501e-33,3.38409111399976e-32
"AC006329.1",2.91566082036591,2.4176676639777,2.35914470364185e-33,3.47308754064105e-32
"IRX5",4.119920102919,0.449506330394294,2.65994679341551e-33,3.91045598159034e-32
"CYSRT1",2.64129245693708,0.525585239134636,2.80144835371136e-33,4.11082943979577e-32
"LDLRAD3",1.93109070970577,3.98916554377951,3.06716711899119e-33,4.49448101995773e-32
"AC234772.2",3.71413616362496,-1.66465753478783,3.27226865583492e-33,4.78614739091632e-32
"PPP2R3B",1.64978726635923,4.13442057631382,3.40600441430018e-33,4.97944921152178e-32
"AL390729.1",2.84645267787462,-0.51304423708286,3.52738364737503e-33,5.14737328274916e-32
"CA9",5.5260379787166,5.6447985118,3.56921659720254e-33,5.20601384835734e-32
"AC104024.2",4.07501960677413,-1.52822025228096,3.6872629823734e-33,5.36828107843885e-32
"RAN",1.01257576636641,8.60037034453931,3.89205685968568e-33,5.66122248471683e-32
"EIF2S2",1.1418898153847,7.24186694825025,3.93860056377805e-33,5.72628659049425e-32
"TRAIP",1.24521759447912,3.34584676713517,3.94431801486013e-33,5.7319613175472e-32
"NPSR1-AS1",6.30904278350179,-0.0256591619623964,4.30307565212472e-33,6.23610408612735e-32
"UBE2T",1.44454484947496,4.74817224383803,4.92679171134512e-33,7.13019379461871e-32
"TIGD1",1.4935416145123,2.42029481663029,5.60488150197298e-33,8.09670879249348e-32
"SRPX2",3.07838780814182,5.02141256156087,5.7965563762832e-33,8.36594817706328e-32
"AL391244.3",1.34007106135572,1.3849155641782,6.0362360044874e-33,8.70391620674443e-32
"KIF4A",1.31722722704011,5.17023242555402,6.17988071196479e-33,8.90697861921093e-32
"AHCY",1.66296284504182,9.0385061796436,6.23374978892676e-33,8.98052243873977e-32
"HSPD1",1.29297091648832,9.39874070171394,6.67302402965997e-33,9.60897211344792e-32
